from;to;tipo;cite
br-presidente-da-republica;br-diretor-geral-da-policia-rodoviaria-federal;nomeia;Decreto de estrutura regimental do MJSP
br-diretor-geral-da-abin;br-agencia-brasileira-de-inteligencia;chefia;Lei 9.883/1999 art. 11
br-presidente-da-republica;br-diretor-geral-da-abin;nomeia;Lei 9.883/1999 art. 11
br-senado-federal;br-diretor-geral-da-abin;sabatina;"CF/88 art. 52 III-IV; Lei 9.883/1999 art. 11"
br-marinha-do-brasil-comandante;br-marinha-do-brasil;chefia;LC 97/1999 art. 4º
br-presidente-da-republica;br-marinha-do-brasil-comandante;nomeia;LC 97/1999 art. 4º
br-exercito-brasileiro-comandante;br-exercito-brasileiro;chefia;LC 97/1999 art. 4º
br-presidente-da-republica;br-exercito-brasileiro-comandante;nomeia;LC 97/1999 art. 4º
br-forca-aerea-brasileira-comandante;br-forca-aerea-brasileira;chefia;LC 97/1999 art. 4º
br-presidente-da-republica;br-forca-aerea-brasileira-comandante;nomeia;LC 97/1999 art. 4º
br-presidente-da-camara-dos-deputados;br-camara-dos-deputados;chefia;"CF/88 art. 57 §4º; RICD art. 5º"
br-camara-dos-deputados;br-presidente-da-camara-dos-deputados;indica;"CF/88 art. 57 §4º; RICD art. 5º"
br-presidente-do-senado-federal;br-senado-federal;chefia;"CF/88 art. 57 §§4º-5º; RISF art. 3º"
br-senado-federal;br-presidente-do-senado-federal;indica;"CF/88 art. 57 §§4º-5º; RISF art. 3º"
br-deputado-federal;br-camara-dos-deputados;chefia;CF/88 arts. 45 e 53-56
br-eleitorado;br-deputado-federal;indica;CF/88 arts. 45 e 53-56
br-senador;br-senado-federal;chefia;CF/88 arts. 46 e 53-56
br-eleitorado;br-senador;indica;CF/88 arts. 46 e 53-56
br-ministro-do-tcu;br-tribunal-de-contas-da-uniao;chefia;CF/88 art. 73 §§1º-2º
br-presidente-da-republica;br-ministro-do-tcu;nomeia;CF/88 art. 73 §§1º-2º
br-senado-federal;br-ministro-do-tcu;sabatina;"CF/88 art. 52 III-IV; CF/88 art. 73 §§1º-2º"
br-presidente-do-tcu;br-tribunal-de-contas-da-uniao;chefia;"Lei 8.443/1992 art. 67; RITCU"
br-tribunal-de-contas-da-uniao;br-presidente-do-tcu;indica;"Lei 8.443/1992 art. 67; RITCU"
br-supremo-tribunal-federal-ministro;br-supremo-tribunal-federal;chefia;"CF/88 art. 101; CF/88 art. 52 III a"
br-presidente-da-republica;br-supremo-tribunal-federal-ministro;nomeia;"CF/88 art. 101; CF/88 art. 52 III a"
br-senado-federal;br-supremo-tribunal-federal-ministro;sabatina;"CF/88 art. 52 III-IV; CF/88 art. 101; CF/88 art. 52 III a"
br-supremo-tribunal-federal-presidente;br-supremo-tribunal-federal;chefia;Regimento interno do tribunal
br-supremo-tribunal-federal;br-supremo-tribunal-federal-presidente;indica;Regimento interno do tribunal
br-superior-tribunal-de-justica-ministro;br-superior-tribunal-de-justica;chefia;"CF/88 art. 104; CF/88 art. 52 III a"
br-presidente-da-republica;br-superior-tribunal-de-justica-ministro;nomeia;"CF/88 art. 104; CF/88 art. 52 III a"
br-senado-federal;br-superior-tribunal-de-justica-ministro;sabatina;"CF/88 art. 52 III-IV; CF/88 art. 104; CF/88 art. 52 III a"
br-superior-tribunal-de-justica-presidente;br-superior-tribunal-de-justica;chefia;Regimento interno do tribunal
br-superior-tribunal-de-justica;br-superior-tribunal-de-justica-presidente;indica;Regimento interno do tribunal
br-tribunal-superior-do-trabalho-ministro;br-tribunal-superior-do-trabalho;chefia;"CF/88 art. 111-A; CF/88 art. 52 III a"
br-presidente-da-republica;br-tribunal-superior-do-trabalho-ministro;nomeia;"CF/88 art. 111-A; CF/88 art. 52 III a"
br-senado-federal;br-tribunal-superior-do-trabalho-ministro;sabatina;"CF/88 art. 52 III-IV; CF/88 art. 111-A; CF/88 art. 52 III a"
br-tribunal-superior-do-trabalho-presidente;br-tribunal-superior-do-trabalho;chefia;Regimento interno do tribunal
br-tribunal-superior-do-trabalho;br-tribunal-superior-do-trabalho-presidente;indica;Regimento interno do tribunal
br-superior-tribunal-militar-ministro;br-superior-tribunal-militar;chefia;"CF/88 art. 123; CF/88 art. 52 III a"
br-presidente-da-republica;br-superior-tribunal-militar-ministro;nomeia;"CF/88 art. 123; CF/88 art. 52 III a"
br-senado-federal;br-superior-tribunal-militar-ministro;sabatina;"CF/88 art. 52 III-IV; CF/88 art. 123; CF/88 art. 52 III a"
br-superior-tribunal-militar-presidente;br-superior-tribunal-militar;chefia;Regimento interno do tribunal
br-superior-tribunal-militar;br-superior-tribunal-militar-presidente;indica;Regimento interno do tribunal
br-tribunal-superior-eleitoral-ministro;br-tribunal-superior-eleitoral;chefia;CF/88 art. 119
br-presidente-da-republica;br-tribunal-superior-eleitoral-ministro;nomeia;CF/88 art. 119
br-tribunal-superior-eleitoral-presidente;br-tribunal-superior-eleitoral;chefia;CF/88 art. 119, parágrafo único
br-tribunal-superior-eleitoral;br-tribunal-superior-eleitoral-presidente;indica;CF/88 art. 119, parágrafo único
br-conselheiro-do-cnj;br-conselho-nacional-de-justica;chefia;CF/88 art. 103-B §2º
br-presidente-da-republica;br-conselheiro-do-cnj;nomeia;CF/88 art. 103-B §2º
br-senado-federal;br-conselheiro-do-cnj;sabatina;"CF/88 art. 52 III-IV; CF/88 art. 103-B §2º"
br-presidente-do-cnj;br-conselho-nacional-de-justica;chefia;CF/88 art. 103-B §1º
br-procurador-geral-da-republica;br-ministerio-publico-da-uniao;chefia;"CF/88 art. 128 §1º; CF/88 art. 52 III e"
br-presidente-da-republica;br-procurador-geral-da-republica;nomeia;"CF/88 art. 128 §1º; CF/88 art. 52 III e"
br-senado-federal;br-procurador-geral-da-republica;sabatina;"CF/88 art. 52 III-IV; CF/88 art. 128 §1º; CF/88 art. 52 III e"
br-procurador-geral-do-trabalho;br-ministerio-publico-do-trabalho;chefia;LC 75/1993 art. 88
br-procurador-geral-da-republica;br-procurador-geral-do-trabalho;nomeia;LC 75/1993 art. 88
br-procurador-geral-da-justica-militar;br-ministerio-publico-militar;chefia;LC 75/1993 art. 121
br-procurador-geral-da-republica;br-procurador-geral-da-justica-militar;nomeia;LC 75/1993 art. 121
br-procurador-geral-de-justica-do-dft;br-ministerio-publico-do-distrito-federal-e-territorios;chefia;LC 75/1993 art. 156
br-presidente-da-republica;br-procurador-geral-de-justica-do-dft;nomeia;LC 75/1993 art. 156
br-conselheiro-do-cnmp;br-conselho-nacional-do-ministerio-publico;chefia;CF/88 art. 130-A
br-presidente-da-republica;br-conselheiro-do-cnmp;nomeia;CF/88 art. 130-A
br-senado-federal;br-conselheiro-do-cnmp;sabatina;"CF/88 art. 52 III-IV; CF/88 art. 130-A"
br-defensor-publico-geral-federal;br-defensoria-publica-da-uniao;chefia;LC 80/1994 art. 6º
br-presidente-da-republica;br-defensor-publico-geral-federal;nomeia;LC 80/1994 art. 6º
br-senado-federal;br-defensor-publico-geral-federal;sabatina;"CF/88 art. 52 III-IV; LC 80/1994 art. 6º"
br-procurador-geral-da-uniao;br-procuradoria-geral-da-uniao;chefia;LC 73/1993 art. 9º
br-presidente-da-republica;br-procurador-geral-da-uniao;nomeia;LC 73/1993 art. 9º
br-procurador-geral-federal;br-procuradoria-geral-federal;chefia;Lei 10.480/2002 art. 11
br-presidente-da-republica;br-procurador-geral-federal;nomeia;Lei 10.480/2002 art. 11
br-procurador-geral-da-fazenda-nacional;br-procuradoria-geral-da-fazenda-nacional;chefia;LC 73/1993 art. 12
br-presidente-da-republica;br-procurador-geral-da-fazenda-nacional;nomeia;LC 73/1993 art. 12
br-colegio-pedro-ii;br-ministerio-da-educacao;integra;Portaria 2806/2026
br-ministerio-da-educacao;br-fundacao-joaquim-nabuco;supervisiona;"DL 200/1967 arts. 19-20; Portaria 159/2023"
br-ministerio-da-educacao;br-hospital-de-clinicas-de-porto-alegre;supervisiona;"DL 200/1967 arts. 19-20; Ata 8/2019"
br-universidade-federal-do-estado-do-rio-de-janeiro;br-ministerio-da-educacao;integra;Portaria 9331/2025
br-ministerio-da-cultura;br-fundacao-casa-de-rui-barbosa;supervisiona;"DL 200/1967 arts. 19-20; Portaria 2/2026"
br-ministerio-da-defesa;br-industria-de-material-belico-do-brasil;supervisiona;"DL 200/1967 arts. 19-20; Resolução 49/2024"
br-ministerio-do-desenvolvimento-industria-comercio-e-servicos;br-superintendencia-da-zona-franca-de-manaus;supervisiona;"DL 200/1967 arts. 19-20; Portaria 2729/2026"
br-ministerio-da-fazenda;br-banco-da-amazonia-s-a;supervisiona;"DL 200/1967 arts. 19-20; Decreto 11344/2023"
br-ministerio-da-fazenda;br-banco-do-nordeste-do-brasil-s-a;supervisiona;"DL 200/1967 arts. 19-20; Decreto 11344/2023"
br-ministerio-de-portos-e-aeroportos;br-companhia-docas-do-rio-de-janeiro;supervisiona;"DL 200/1967 arts. 19-20; Decreto 11354/2023"
br-ministerio-de-portos-e-aeroportos;br-companhia-docas-do-para;supervisiona;"DL 200/1967 arts. 19-20; Decreto 11354/2023"
br-ministerio-de-portos-e-aeroportos;br-companhia-docas-do-rio-grande-do-norte;supervisiona;"DL 200/1967 arts. 19-20; Decreto 9660/2019"
br-ministerio-da-defesa;br-caixa-de-construcoes-de-casas-para-o-pessoal-da-marinha;supervisiona;"DL 200/1967 arts. 19-20; SIORG (ato normativo não informado)"
br-ministerio-do-trabalho-e-emprego;br-fundacao-jorge-duprat-figueiredo-de-seguranca-e-medicina-do-trabalho;supervisiona;"DL 200/1967 arts. 19-20; Portaria 1928/2026"
br-ministerio-de-minas-e-energia;br-companhia-de-pesquisa-de-recursos-minerais;supervisiona;"DL 200/1967 arts. 19-20; SIORG (ato normativo não informado)"
br-ministerio-de-minas-e-energia;br-industrias-nucleares-do-brasil-s-a;supervisiona;"DL 200/1967 arts. 19-20; Resolução 64/2025"
br-assessoria-especial-do-presidente-da-republica;br-presidencia-da-republica;integra;Decreto 12788/2025
br-ministerio-das-cidades;br-companhia-brasileira-de-trens-urbanos;supervisiona;"DL 200/1967 arts. 19-20; SIORG (ato normativo não informado)"
br-universidade-federal-do-para;br-ministerio-da-educacao;integra;Portaria 03/2026
br-universidade-federal-do-ceara;br-ministerio-da-educacao;integra;Resolução 36/2026
br-universidade-federal-do-rio-grande-do-norte;br-ministerio-da-educacao;integra;Portaria 1513/2025
br-universidade-federal-de-pernambuco;br-ministerio-da-educacao;integra;Instrução Normativa 16/2025
br-universidade-federal-da-paraiba;br-ministerio-da-educacao;integra;Ajuste 2708/2026
br-universidade-federal-de-alagoas;br-ministerio-da-educacao;integra;Portaria 812/2026
br-universidade-federal-da-bahia;br-ministerio-da-educacao;integra;Portaria 114/2026
br-universidade-federal-de-goias;br-ministerio-da-educacao;integra;Portaria 5927/2026
br-universidade-federal-de-minas-gerais;br-ministerio-da-educacao;integra;Portaria 6829/2026
br-universidade-federal-de-juiz-de-fora;br-ministerio-da-educacao;integra;Resolução 256/2026
br-universidade-federal-do-espirito-santo;br-ministerio-da-educacao;integra;Portaria 631/2026
br-universidade-federal-do-rio-de-janeiro;br-ministerio-da-educacao;integra;Portaria 10174/2026
br-universidade-federal-fluminense;br-ministerio-da-educacao;integra;Portaria 68939/2026
br-universidade-federal-do-parana;br-ministerio-da-educacao;integra;Resolução 20/2024
br-universidade-federal-de-santa-catarina;br-ministerio-da-educacao;integra;Portaria 2615/2026
br-universidade-federal-do-rio-grande-do-sul;br-ministerio-da-educacao;integra;Portaria 5975/2026
br-universidade-federal-de-santa-maria;br-ministerio-da-educacao;integra;Portaria Normativa 117/2026
br-universidade-federal-rural-do-rio-de-janeiro;br-ministerio-da-educacao;integra;Deliberação 72/2026
br-universidade-federal-rural-de-pernambuco;br-ministerio-da-educacao;integra;Portaria 863/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-piaui;br-ministerio-da-educacao;integra;Ajuste 271/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-rio-grande-do-norte;br-ministerio-da-educacao;integra;Portaria 63/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-da-bahia;br-ministerio-da-educacao;integra;Portaria 1770/2026
br-centro-federal-de-educacao-tecnologica-de-minas-gerais;br-ministerio-da-educacao;integra;Portaria 147/2026
br-centro-federal-de-educacao-tecnologica-celso-suckow-da-fonseca;br-ministerio-da-educacao;integra;Portaria 1198/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-goias;br-ministerio-da-educacao;integra;Resolução 293/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-sao-paulo;br-ministerio-da-educacao;integra;Ajuste 166/2026
br-universidade-tecnologica-federal-do-parana;br-ministerio-da-educacao;integra;Portaria 1322/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-santa-catarina;br-ministerio-da-educacao;integra;Portaria 49/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-sul-rio-grandense;br-ministerio-da-educacao;integra;Resolução 763/2026
br-universidade-federal-rural-da-amazonia;br-ministerio-da-educacao;integra;Portaria 1371/2026
br-universidade-federal-rural-do-semi-arido;br-ministerio-da-educacao;integra;Portaria 22/2026
br-universidade-federal-do-triangulo-mineiro;br-ministerio-da-educacao;integra;Portaria 304/2026
br-universidade-federal-dos-vales-do-jequitinhonha-e-mucuri;br-ministerio-da-educacao;integra;Resolução 06/2009
br-universidade-federal-de-alfenas;br-ministerio-da-educacao;integra;Resolução 44/2026
br-universidade-federal-de-itajuba;br-ministerio-da-educacao;integra;Portaria 2283/2026
br-universidade-federal-de-lavras;br-ministerio-da-educacao;integra;Portaria Normativa 247/2026
br-universidade-federal-de-sao-paulo;br-ministerio-da-educacao;integra;Resolução 275/2025
br-fundacao-universidade-do-amazonas;br-ministerio-da-educacao;integra;Resolução 19/2026
br-fundacao-universidade-federal-do-acre;br-ministerio-da-educacao;integra;Portaria 3530/2026
br-fundacao-universidade-federal-do-maranhao;br-ministerio-da-educacao;integra;Resolução 397/2026
br-fundacao-universidade-federal-do-piaui;br-ministerio-da-educacao;integra;Resolução 209/2026
br-fundacao-universidade-federal-de-sergipe;br-ministerio-da-educacao;integra;Portaria 813/2026
br-fundacao-universidade-de-brasilia;br-ministerio-da-educacao;integra;Ato 1086/2026
br-fundacao-universidade-federal-de-mato-grosso;br-ministerio-da-educacao;integra;Ajuste 121/2026
br-universidade-federal-de-uberlandia;br-ministerio-da-educacao;integra;Ato Administrativo 115/2026
br-fundacao-universidade-federal-de-ouro-preto;br-ministerio-da-educacao;integra;Resolução 2954/2026
br-fundacao-universidade-federal-de-vicosa;br-ministerio-da-educacao;integra;Resolução 7/2023
br-fundacao-universidade-federal-de-sao-carlos;br-ministerio-da-educacao;integra;Portaria 8504/2026
br-fundacao-universidade-federal-do-rio-grande;br-ministerio-da-educacao;integra;Resolução 90/2026
br-fundacao-universidade-federal-de-pelotas;br-ministerio-da-educacao;integra;Portaria 284/2026
br-ministerio-de-portos-e-aeroportos;br-companhia-das-docas-do-estado-da-bahia;supervisiona;"DL 200/1967 arts. 19-20; Decreto 11354/2023"
br-ministerio-de-portos-e-aeroportos;br-companhia-docas-do-ceara;supervisiona;"DL 200/1967 arts. 19-20; Decreto 11354/2023"
br-fundacao-universidade-federal-de-mato-grosso-do-sul;br-ministerio-da-educacao;integra;Portaria 1567/2026
br-ministerio-da-defesa;br-fundacao-habitacional-do-exercito;supervisiona;"DL 200/1967 arts. 19-20; SIORG (ato normativo não informado)"
br-ministerio-das-cidades;br-empresa-de-trens-urbanos-de-porto-alegre-s-a;supervisiona;"DL 200/1967 arts. 19-20; Decreto 11333/2023"
br-ministerio-de-portos-e-aeroportos;br-autoridade-portuaria-de-santos-s-a;supervisiona;"DL 200/1967 arts. 19-20; Decreto 11354/2023"
br-fundacao-universidade-federal-de-ciencias-da-saude-de-porto-alegre;br-ministerio-da-educacao;integra;Portaria 7528/2026
br-ministerio-da-defesa;br-empresa-gerencial-de-projetos-navais;supervisiona;"DL 200/1967 arts. 19-20; Resolução 30/2024"
br-fundacao-universidade-federal-de-rondonia;br-ministerio-da-educacao;integra;Resolução 871/2026
br-vice-presidencia-da-republica;br-presidencia-da-republica;integra;Decreto 12935/2026
br-ministerio-da-defesa;br-caixa-de-financiamento-imobiliario-da-aeronautica;supervisiona;"DL 200/1967 arts. 19-20; Decreto 13077/2026"
br-ministerio-do-meio-ambiente-e-mudanca-do-clima;br-instituto-de-pesquisas-jardim-botanico-do-rio-de-janeiro;supervisiona;"DL 200/1967 arts. 19-20; Portaria 38/2025"
br-gabinete-pessoal-do-presidente-da-republica;br-presidencia-da-republica;integra;Decreto 12788/2025
br-ministerio-da-saude;br-grupo-hospitalar-conceicao-s-a;supervisiona;"DL 200/1967 arts. 19-20; Medida Provisória 1301/2025"
br-universidade-federal-do-reconcavo-da-bahia;br-ministerio-da-educacao;integra;Portaria 899/2026
br-fundacao-universidade-federal-de-roraima;br-ministerio-da-educacao;integra;Resolução 163/2026
br-fundacao-universidade-federal-do-amapa;br-ministerio-da-educacao;integra;Resolução 037/2013
br-fundacao-universidade-federal-de-sao-joao-del-rei;br-ministerio-da-educacao;integra;Resolução 4/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-roraima;br-ministerio-da-educacao;integra;Resolução 899/2026
br-fundacao-universidade-federal-da-grande-dourados;br-ministerio-da-educacao;integra;Resolução 1067/2026
br-ministerio-da-defesa;br-fundacao-osorio;supervisiona;"DL 200/1967 arts. 19-20; Decreto 11227/2022"
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-alagoas;br-ministerio-da-educacao;integra;Resolução 228/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-mato-grosso-do-sul;br-ministerio-da-educacao;integra;Portaria 950/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-sergipe;br-ministerio-da-educacao;integra;Portaria 94/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-goiano;br-ministerio-da-educacao;integra;Portaria 4660/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-rio-de-janeiro;br-ministerio-da-educacao;integra;Portaria 578/2026
br-ministerio-da-saude;br-empresa-brasileira-de-hemoderivados-e-biotecnologia;supervisiona;"DL 200/1967 arts. 19-20; SIORG (ato normativo não informado)"
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-mato-grosso;br-ministerio-da-educacao;integra;Resolução 81/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-maranhao;br-ministerio-da-educacao;integra;Resolução 104/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-norte-de-minas-gerais;br-ministerio-da-educacao;integra;Portaria 5453/2026
br-ministerio-da-cultura;br-instituto-brasileiro-de-museus;supervisiona;"DL 200/1967 arts. 19-20; Portaria 4236/2026"
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sudeste-de-minas-gerais;br-ministerio-da-educacao;integra;Portaria 947/2026
br-ministerio-da-ciencia-tecnologia-e-inovacao;br-centro-nacional-de-tecnologia-eletronica-avancada-s-a;supervisiona;"DL 200/1967 arts. 19-20; SIORG (ato normativo não informado)"
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-triangulo-mineiro;br-ministerio-da-educacao;integra;Resolução 365/2023
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-tocantins;br-ministerio-da-educacao;integra;Portaria 1514/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-espirito-santo;br-ministerio-da-educacao;integra;Portaria 315/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sul-de-minas-gerais;br-ministerio-da-educacao;integra;Portaria 4555/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-baiano;br-ministerio-da-educacao;integra;Portaria 505/2026
br-ministerio-do-desenvolvimento-agrario;br-companhia-de-entrepostos-e-armazens-gerais-de-sao-paulo;supervisiona;"DL 200/1967 arts. 19-20; Decreto 11401/2023"
br-ministerio-da-fazenda;br-agencia-brasileira-gestora-de-fundos-garantidores-e-garantias-s-a;supervisiona;"DL 200/1967 arts. 19-20; Decreto 11344/2023"
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sertao-pernambucano;br-ministerio-da-educacao;integra;Portaria 591/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-pernambuco;br-ministerio-da-educacao;integra;Portaria 1210/2026
br-ministerio-de-minas-e-energia;br-empresa-brasileira-de-administracao-de-petroleo-e-gas-natural-s-a-pre-sal-petroleo-s-a;supervisiona;"DL 200/1967 arts. 19-20; SIORG (ato normativo não informado)"
br-instituto-federal-de-educacao-ciencia-e-tecnologia-da-paraiba;br-ministerio-da-educacao;integra;Portaria 131/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-farroupilha;br-ministerio-da-educacao;integra;Portaria 1350/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-rondonia;br-ministerio-da-educacao;integra;Portaria 25/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-amazonas;br-ministerio-da-educacao;integra;Portaria 1475/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-ceara;br-ministerio-da-educacao;integra;Portaria Normativa 441/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-minas-gerais;br-ministerio-da-educacao;integra;Resolução 65/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-para;br-ministerio-da-educacao;integra;Resolução 1776/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-rio-grande-do-sul;br-ministerio-da-educacao;integra;Portaria 144/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-catarinense;br-ministerio-da-educacao;integra;Resolução 1/2021
br-fundacao-universidade-federal-do-abc;br-ministerio-da-educacao;integra;Portaria 1056/2026
br-fundacao-universidade-federal-do-tocantins;br-ministerio-da-educacao;integra;Portaria 1655/2026
br-ministerio-do-desenvolvimento-agrario;br-centrais-de-abastecimento-de-minas-gerais-s-a;supervisiona;"DL 200/1967 arts. 19-20; Decreto 11396/2023"
br-ministerio-da-gestao;br-fundacao-de-previdencia-complementar-do-servidor-publico-federal-do-poder-executivo;supervisiona;"DL 200/1967 arts. 19-20; Decreto 11345/2023"
br-ministerio-de-minas-e-energia;br-nuclebras-equipamentos-pesados-s-a;supervisiona;"DL 200/1967 arts. 19-20; SIORG (ato normativo não informado)"
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-parana;br-ministerio-da-educacao;integra;Portaria 340/2026
br-universidade-federal-do-oeste-do-para;br-ministerio-da-educacao;integra;Portaria 424/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-fluminense;br-ministerio-da-educacao;integra;Portaria 1325/2026
br-ministerio-da-fazenda;br-empresa-gestora-de-ativos;supervisiona;"DL 200/1967 arts. 19-20; SIORG (ato normativo não informado)"
br-fundacao-universidade-federal-do-pampa;br-ministerio-da-educacao;integra;Portaria 362/2026
br-universidade-federal-de-campina-grande;br-ministerio-da-educacao;integra;Resolução 06/2005
br-empresa-brasileira-de-participacoes-em-energia-nuclear-e-binacional-s-a;br-eletronuclear-s-a;supervisiona;"DL 200/1967 arts. 19-20; Decreto 10791/2021"
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-acre;br-ministerio-da-educacao;integra;Portaria 129/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-amapa;br-ministerio-da-educacao;integra;Portaria 281/2026
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-brasilia;br-ministerio-da-educacao;integra;Portaria 1362/2026
br-universidade-federal-da-integracao-latino-americana;br-ministerio-da-educacao;integra;Portaria 186/2026
br-universidade-federal-do-sul-da-bahia;br-ministerio-da-educacao;integra;Portaria 709/2026
br-universidade-federal-do-sul-e-sudeste-do-para;br-ministerio-da-educacao;integra;Ajuste 157/2026
br-universidade-federal-do-oeste-da-bahia;br-ministerio-da-educacao;integra;Portaria 700/2026
br-universidade-federal-do-cariri;br-ministerio-da-educacao;integra;Portaria Normativa 252/2026
br-universidade-federal-da-fronteira-sul;br-ministerio-da-educacao;integra;Portaria 4840/2026
br-fundacao-universidade-federal-do-vale-do-sao-francisco;br-ministerio-da-educacao;integra;Portaria 1676/2026
br-universidade-da-integracao-internacional-da-lusofonia-afro-brasileira;br-ministerio-da-educacao;integra;Portaria 1254/2026
br-ministerio-da-defesa;br-amazonia-azul-tecnologias-de-defesa-s-a;supervisiona;"DL 200/1967 arts. 19-20; Decreto 9660/2019"
br-universidade-federal-de-catalao;br-ministerio-da-educacao;integra;Portaria 439/2026
br-universidade-federal-de-jatai;br-ministerio-da-educacao;integra;Portaria 347/2026
br-universidade-federal-de-rondonopolis;br-ministerio-da-educacao;integra;Portaria 660/2026
br-universidade-federal-do-delta-do-parnaiba;br-ministerio-da-educacao;integra;Ajuste 195/2026
br-universidade-federal-do-agreste-de-pernambuco;br-ministerio-da-educacao;integra;Resolução 024/2023
br-universidade-federal-do-norte-do-tocantins;br-ministerio-da-educacao;integra;Portaria 15/2026
br-ministerio-de-minas-e-energia;br-autoridade-nacional-de-seguranca-nuclear;supervisiona;"DL 200/1967 arts. 19-20; Portaria 33/2026"
br-ministerio-da-defesa;br-nav-brasil-servicos-de-navegacao-aerea-s-a;supervisiona;"DL 200/1967 arts. 19-20; Lei 15083/2025"
br-ministerio-de-minas-e-energia;br-empresa-brasileira-de-participacoes-em-energia-nuclear-e-binacional-s-a;supervisiona;"DL 200/1967 arts. 19-20; Decreto 10791/2021"
br-ministerio-das-cidades;br-veiculo-de-desestatizacao-mg-investimentos-s-a;supervisiona;"DL 200/1967 arts. 19-20; SIORG (ato normativo não informado)"
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sertao-paraibano;br-ministerio-da-educacao;integra;Lei 15367/2026
br-universidade-federal-indigena;br-ministerio-da-educacao;integra;Lei 15418/2026
br-caixa-economica-federal;br-caixa-seguridade-participacoes-s-a;supervisiona;"DL 200/1967 arts. 19-20; Estatuto 000000/2025"
br-caixa-economica-federal;br-caixa-cartoes-holding-s-a;supervisiona;"DL 200/1967 arts. 19-20; Estatuto 000000/2018"
br-caixa-economica-federal;br-caixa-loterias-s-a;supervisiona;"DL 200/1967 arts. 19-20; Assembléia Geral Extraordinária 000000/2015"
br-caixa-economica-federal;br-caixa-distribuidora-de-titulos-e-valores-mobiliarios-s-a;supervisiona;"DL 200/1967 arts. 19-20; Estatuto 000000/2023"
br-universidade-federal-do-esporte;br-ministerio-da-educacao;integra;Lei 15457/2026
br-tribunal-regional-eleitoral-de-roraima;br-tribunais-regionais-eleitorais;integra;Resolução 510/2023
br-tribunal-regional-eleitoral-do-rio-grande-do-norte;br-tribunais-regionais-eleitorais;integra;Lei 4737/1965
br-tribunal-de-justica-do-distrito-federal-e-dos-territorios;br-superior-tribunal-de-justica;integra;SIORG (ato normativo não informado)
br-tribunal-regional-do-trabalho-da-13a-regiao-pb;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-1a-regiao-rj;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-3a-regiao-mg;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-4a-regiao-rs;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-6a-regiao-pe;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-10a-regiao-df-e-to;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-11a-regiao-am-e-rr;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
