id;tipo;subtipo;setor;anel;nome;pai;cite;official_url
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-roraima;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia de Roraima;br-ministerio-da-educacao;Resolução 899/2026;https://www.ifrr.edu.br
br-fundacao-universidade-federal-da-grande-dourados;department;instituicao_de_ensino;executivo;4;Fundação Universidade Federal da Grande Dourados;br-ministerio-da-educacao;Resolução 1067/2026;https://www.ufgd.edu.br
br-fundacao-osorio;department;fundacao;executivo;4;Fundação Osório;br-ministerio-da-defesa;Decreto 11227/2022;https://www.fosorio.com.br
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-alagoas;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia de Alagoas;br-ministerio-da-educacao;Resolução 228/2026;
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-mato-grosso-do-sul;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul;br-ministerio-da-educacao;Portaria 950/2026;
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-sergipe;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia de Sergipe;br-ministerio-da-educacao;Portaria 94/2026;https://www.ifs.edu.br
br-instituto-federal-de-educacao-ciencia-e-tecnologia-goiano;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia Goiano;br-ministerio-da-educacao;Portaria 4660/2026;https://www.ifgoiano.edu.br
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-rio-de-janeiro;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro;br-ministerio-da-educacao;Portaria 578/2026;http://www.ifrj.edu.br
br-empresa-brasileira-de-hemoderivados-e-biotecnologia;department;empresa_publica;executivo;4;Empresa Brasileira de Hemoderivados e Biotecnologia;br-ministerio-da-saude;SIORG (ato normativo não informado);https://www.saude.gov.br
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-mato-grosso;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso;br-ministerio-da-educacao;Resolução 81/2026;https://www.ifmt.edu.br
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-maranhao;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia do Maranhão;br-ministerio-da-educacao;Resolução 104/2026;
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-norte-de-minas-gerais;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais;br-ministerio-da-educacao;Portaria 5453/2026;https://www.ifnmg.edu.br
br-instituto-brasileiro-de-museus;department;autarquia;executivo;4;Instituto Brasileiro de Museus;br-ministerio-da-cultura;Portaria 4236/2026;https://www.museus.gov.br
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sudeste-de-minas-gerais;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais;br-ministerio-da-educacao;Portaria 947/2026;
br-centro-nacional-de-tecnologia-eletronica-avancada-s-a;department;empresa_publica;executivo;4;Centro Nacional de Tecnologia Eletrônica Avançada S. A;br-ministerio-da-ciencia-tecnologia-e-inovacao;SIORG (ato normativo não informado);https://www.ceitec-sa.com
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-triangulo-mineiro;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro;br-ministerio-da-educacao;Resolução 365/2023;https://iftm.edu.br/
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-tocantins;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia do Tocantins;br-ministerio-da-educacao;Portaria 1514/2026;https://www.ifto.edu.br
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-espirito-santo;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo;br-ministerio-da-educacao;Portaria 315/2026;
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sul-de-minas-gerais;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais;br-ministerio-da-educacao;Portaria 4555/2026;
br-instituto-federal-de-educacao-ciencia-e-tecnologia-baiano;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia Baiano;br-ministerio-da-educacao;Portaria 505/2026;
br-companhia-de-entrepostos-e-armazens-gerais-de-sao-paulo;department;sociedade_economia_mista;executivo;4;Companhia de Entrepostos e Armazéns Gerais de São Paulo;br-ministerio-do-desenvolvimento-agrario;Decreto 11401/2023;http://www.ceagesp.gov.br
br-agencia-brasileira-gestora-de-fundos-garantidores-e-garantias-s-a;department;empresa_publica;executivo;4;Agência Brasileira Gestora de Fundos Garantidores e Garantias S.A.;br-ministerio-da-fazenda;Decreto 11344/2023;https://www.abgf.gov.br
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sertao-pernambucano;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano;br-ministerio-da-educacao;Portaria 591/2026;https://www.ifsertao-pe.edu.br/
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-pernambuco;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco;br-ministerio-da-educacao;Portaria 1210/2026;https://www.ifpe.edu.br/
br-empresa-brasileira-de-administracao-de-petroleo-e-gas-natural-s-a-pre-sal-petroleo-s-a;department;empresa_publica;executivo;4;Empresa Brasileira de Administração de Petróleo e Gás Natural S.A.- Pré-Sal Petróleo S.A;br-ministerio-de-minas-e-energia;SIORG (ato normativo não informado);https://www.presalpetroleo.gov.br
br-instituto-federal-de-educacao-ciencia-e-tecnologia-da-paraiba;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba;br-ministerio-da-educacao;Portaria 131/2026;https://www.ifpb.edu.br 
br-instituto-federal-de-educacao-ciencia-e-tecnologia-farroupilha;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia Farroupilha;br-ministerio-da-educacao;Portaria 1350/2026;https://www.iffarroupilha.edu.br/
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-rondonia;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia de Rondônia;br-ministerio-da-educacao;Portaria 25/2026;https://www.ifro.edu.br
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-amazonas;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia do Amazonas;br-ministerio-da-educacao;Portaria 1475/2026;https://www2.ifam.edu.br 
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-ceara;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia do Ceará;br-ministerio-da-educacao;Portaria Normativa 441/2026;https://www.ifce.edu.br
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-minas-gerais;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais;br-ministerio-da-educacao;Resolução 65/2026;https://www.ifmg.edu.br
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-para;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia do Pará;br-ministerio-da-educacao;Resolução 1776/2026;https://ifpa.edu.br
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-rio-grande-do-sul;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul;br-ministerio-da-educacao;Portaria 144/2026;https://ifrs.edu.br
br-instituto-federal-de-educacao-ciencia-e-tecnologia-catarinense;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia Catarinense;br-ministerio-da-educacao;Resolução 1/2021;https://www.ifc.edu.br
br-fundacao-universidade-federal-do-abc;department;instituicao_de_ensino;executivo;4;Fundação Universidade Federal do ABC;br-ministerio-da-educacao;Portaria 1056/2026;
br-fundacao-universidade-federal-do-tocantins;department;instituicao_de_ensino;executivo;4;Fundação Universidade Federal do Tocantins;br-ministerio-da-educacao;Portaria 1655/2026;
br-centrais-de-abastecimento-de-minas-gerais-s-a;department;sociedade_economia_mista;executivo;4;Centrais de Abastecimento de Minas Gerais S.A.;br-ministerio-do-desenvolvimento-agrario;Decreto 11396/2023;http://www.ceasaminas.com.br
br-fundacao-de-previdencia-complementar-do-servidor-publico-federal-do-poder-executivo;department;fundacao;executivo;4;Fundação de Previdência Complementar do Servidor Público Federal do Poder Executivo;br-ministerio-da-gestao;Decreto 11345/2023;https://www.funpresp.com.br
br-nuclebras-equipamentos-pesados-s-a;department;sociedade_economia_mista;executivo;4;Nuclebrás Equipamentos Pesados S/A;br-ministerio-de-minas-e-energia;SIORG (ato normativo não informado);https://www.nuclep.gov.br
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-parana;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia do Paraná;br-ministerio-da-educacao;Portaria 340/2026;https://reitoria.ifpr.edu.br/
br-universidade-federal-do-oeste-do-para;department;instituicao_de_ensino;executivo;4;Universidade Federal do Oeste do Pará;br-ministerio-da-educacao;Portaria 424/2026;
br-instituto-federal-de-educacao-ciencia-e-tecnologia-fluminense;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia Fluminense;br-ministerio-da-educacao;Portaria 1325/2026;
br-empresa-gestora-de-ativos;department;empresa_publica;executivo;4;Empresa Gestora de Ativos;br-ministerio-da-fazenda;SIORG (ato normativo não informado);https://www.emgea.gov.br
br-fundacao-universidade-federal-do-pampa;department;instituicao_de_ensino;executivo;4;Fundação Universidade Federal do Pampa;br-ministerio-da-educacao;Portaria 362/2026;https://unipampa.edu.br
br-universidade-federal-de-campina-grande;department;instituicao_de_ensino;executivo;4;Universidade Federal de Campina Grande;br-ministerio-da-educacao;Resolução 06/2005;https:// http://www.ufcg.edu.br.
br-eletronuclear-s-a;department;sociedade_economia_mista;executivo;4;Eletronuclear S.A;br-empresa-brasileira-de-participacoes-em-energia-nuclear-e-binacional-s-a;Decreto 10791/2021;
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-acre;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia do Acre;br-ministerio-da-educacao;Portaria 129/2026;https://www.ifac.edu.br
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-amapa;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia do Amapá;br-ministerio-da-educacao;Portaria 281/2026;
br-instituto-federal-de-educacao-ciencia-e-tecnologia-de-brasilia;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia de Brasília;br-ministerio-da-educacao;Portaria 1362/2026;https://www.ifb.edu.br/reitori
br-universidade-federal-da-integracao-latino-americana;department;instituicao_de_ensino;executivo;4;Universidade Federal da Integração Latino-Americana;br-ministerio-da-educacao;Portaria 186/2026;
br-universidade-federal-do-sul-da-bahia;department;instituicao_de_ensino;executivo;4;Universidade Federal do Sul da Bahia;br-ministerio-da-educacao;Portaria 709/2026;https://www.ufsb.edu.br
br-universidade-federal-do-sul-e-sudeste-do-para;department;instituicao_de_ensino;executivo;4;Universidade Federal do Sul e Sudeste do Pará;br-ministerio-da-educacao;Ajuste 157/2026;https://www.unifesspa.edu.br/
br-universidade-federal-do-oeste-da-bahia;department;instituicao_de_ensino;executivo;4;Universidade Federal do Oeste da Bahia;br-ministerio-da-educacao;Portaria 700/2026;https://www.ufob.edu.br
br-universidade-federal-do-cariri;department;instituicao_de_ensino;executivo;4;Universidade Federal do Cariri;br-ministerio-da-educacao;Portaria Normativa 252/2026;
br-universidade-federal-da-fronteira-sul;department;instituicao_de_ensino;executivo;4;Universidade Federal da Fronteira Sul;br-ministerio-da-educacao;Portaria 4840/2026;
br-fundacao-universidade-federal-do-vale-do-sao-francisco;department;instituicao_de_ensino;executivo;4;Fundação Universidade Federal do Vale do São Francisco;br-ministerio-da-educacao;Portaria 1676/2026;http://www.univasf.edu.br
br-universidade-da-integracao-internacional-da-lusofonia-afro-brasileira;department;instituicao_de_ensino;executivo;4;Universidade da Integração Internacional da Lusofonia Afro-Brasileira;br-ministerio-da-educacao;Portaria 1254/2026;
br-amazonia-azul-tecnologias-de-defesa-s-a;department;empresa_publica;executivo;4;Amazônia Azul Tecnologias de Defesa S.A.;br-ministerio-da-defesa;Decreto 9660/2019;
br-universidade-federal-de-catalao;department;instituicao_de_ensino;executivo;4;Universidade Federal de Catalão;br-ministerio-da-educacao;Portaria 439/2026;https://www.catalao.ufg.br
br-universidade-federal-de-jatai;department;instituicao_de_ensino;executivo;4;Universidade Federal de Jataí;br-ministerio-da-educacao;Portaria 347/2026;https://www.jatai.ufg.br
br-universidade-federal-de-rondonopolis;department;instituicao_de_ensino;executivo;4;Universidade Federal de Rondonópolis;br-ministerio-da-educacao;Portaria 660/2026;https://www.ufr.edu.br
br-universidade-federal-do-delta-do-parnaiba;department;instituicao_de_ensino;executivo;4;Universidade Federal do Delta do Parnaíba;br-ministerio-da-educacao;Ajuste 195/2026;https://www.ufpi.br/ufdpar
br-universidade-federal-do-agreste-de-pernambuco;department;instituicao_de_ensino;executivo;4;Universidade Federal do Agreste de Pernambuco;br-ministerio-da-educacao;Resolução 024/2023;http://ufape.edu.br/
br-universidade-federal-do-norte-do-tocantins;department;instituicao_de_ensino;executivo;4;Universidade Federal do Norte do Tocantins;br-ministerio-da-educacao;Portaria 15/2026;https://ww2.uft.edu.br//
br-autoridade-nacional-de-seguranca-nuclear;department;autarquia;executivo;4;Autoridade Nacional de Segurança Nuclear;br-ministerio-de-minas-e-energia;Portaria 33/2026;
br-nav-brasil-servicos-de-navegacao-aerea-s-a;department;empresa_publica;executivo;4;NAV Brasil Serviços de Navegação Aérea S.A;br-ministerio-da-defesa;Lei 15083/2025;
br-empresa-brasileira-de-participacoes-em-energia-nuclear-e-binacional-s-a;department;sociedade_economia_mista;executivo;4;Empresa Brasileira de Participações em Energia Nuclear e Binacional S.A.;br-ministerio-de-minas-e-energia;Decreto 10791/2021;https://www.mme.gov.br
br-veiculo-de-desestatizacao-mg-investimentos-s-a;department;empresa_publica;executivo;4;Veículo de Desestatização MG Investimentos S.A.;br-ministerio-das-cidades;SIORG (ato normativo não informado);
br-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sertao-paraibano;department;instituicao_de_ensino;executivo;4;Instituto Federal de Educação, Ciência e Tecnologia do Sertão Paraibano;br-ministerio-da-educacao;Lei 15367/2026;https://www.mec.gov.br
br-universidade-federal-indigena;department;instituicao_de_ensino;executivo;4;Universidade Federal Indígena;br-ministerio-da-educacao;Lei 15418/2026;https://www.mec.gov.br
br-caixa-seguridade-participacoes-s-a;department;sociedade_economia_mista;executivo;4;Caixa Seguridade Participações S.A.;br-caixa-economica-federal;Estatuto 000000/2025;https://www.caixa.gov.br
br-caixa-cartoes-holding-s-a;department;empresa_publica;executivo;4;CAIXA Cartões Holding S.A.;br-caixa-economica-federal;Estatuto 000000/2018;https://www.caixa.gov.br
br-caixa-loterias-s-a;department;empresa_publica;executivo;4;CAIXA Loterias S.A.;br-caixa-economica-federal;Assembléia Geral Extraordinária 000000/2015;https://www.caixa.gov.br
br-caixa-distribuidora-de-titulos-e-valores-mobiliarios-s-a;department;empresa_publica;executivo;4;CAIXA Distribuidora de Títulos e Valores Mobiliários S/A;br-caixa-economica-federal;Estatuto 000000/2023;https://www.caixa.gov.br
br-universidade-federal-do-esporte;department;instituicao_de_ensino;executivo;4;Universidade Federal do Esporte;br-ministerio-da-educacao;Lei 15457/2026;https://www.mec.gov.br
br-tribunal-regional-eleitoral-de-roraima;department;tribunal;judiciario;4;Tribunal Regional Eleitoral de Roraima;br-tribunais-regionais-eleitorais;Resolução 510/2023;
br-tribunal-regional-eleitoral-do-rio-grande-do-norte;department;tribunal;judiciario;4;Tribunal Regional Eleitoral do Rio Grande do Norte;br-tribunais-regionais-eleitorais;Lei 4737/1965;
br-tribunal-de-justica-do-distrito-federal-e-dos-territorios;department;tribunal;judiciario;3;Tribunal de Justiça do Distrito Federal e dos Territórios;br-superior-tribunal-de-justica;SIORG (ato normativo não informado);
br-tribunal-regional-do-trabalho-da-13a-regiao-pb;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 13ª Região (PB);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-justica-federal-de-primeiro-grau-em-alagoas;department;secao_judiciaria;judiciario;4;Justiça Federal de Primeiro Grau em Alagoas;;SIORG (ato normativo não informado);
br-justica-federal-de-primeiro-grau-no-rio-grande-do-norte;department;secao_judiciaria;judiciario;4;Justiça Federal de Primeiro Grau no Rio Grande do Norte;;Lei 5010/1966;
br-tribunal-regional-do-trabalho-da-1a-regiao-rj;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 1ª Região (RJ);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-3a-regiao-mg;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 3ª Região (MG);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-4a-regiao-rs;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 4ª Região (RS);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-6a-regiao-pe;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 6ª Região (PE);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-10a-regiao-df-e-to;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 10ª Região (DF e TO);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-11a-regiao-am-e-rr;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 11ª Região (AM e RR);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-17a-regiao-es;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 17ª Região (ES);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-18a-regiao-go;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 18ª Região (GO);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-19a-regiao-al;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 19ª Região (AL);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-2a-regiao-sp;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 2ª Região (SP);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-5a-regiao-ba;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 5ª Região (BA);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-7a-regiao-ce;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 7ª Região (CE);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-8a-regiao-pa-e-ap;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 8ª Região (PA e AP);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-9a-regiao-pr;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 9ª Região (PR);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-12a-regiao-sc;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 12ª Região (SC);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-14a-regiao-ro-e-ac;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 14ª Região (RO e AC);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-15a-regiao-campinas-sp;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 15ª Região (Campinas/SP);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-16a-regiao-ma;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 16ª Região (MA);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-20a-regiao-se;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 20ª Região (SE);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-21a-regiao-rn;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 21ª Região (RN);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-22a-regiao-pi;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 22ª Região (PI);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-23a-regiao-mt;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 23ª Região (MT);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-do-trabalho-da-24a-regiao-ms;department;tribunal;judiciario;4;Tribunal Regional do Trabalho da 24ª Região (MS);br-tribunais-regionais-do-trabalho;Constituição Federal 1988;
br-tribunal-regional-eleitoral-do-maranhao;department;tribunal;judiciario;4;Tribunal Regional Eleitoral do Maranhão;br-tribunais-regionais-eleitorais;SIORG (ato normativo não informado);https://www.tre-ma.gov.br
br-justica-federal-de-primeiro-grau-no-ceara;department;secao_judiciaria;judiciario;4;Justiça Federal de Primeiro Grau no Ceará;;SIORG (ato normativo não informado);
br-secao-judiciaria-estado-do-para;department;secao_judiciaria;judiciario;4;Seção Judiciária Estado do Pará;br-tribunal-regional-federal-da-1a-regiao;SIORG (ato normativo não informado);
br-secao-judiciaria-estado-de-roraima;department;secao_judiciaria;judiciario;4;Seção Judiciária Estado de Roraima;br-tribunal-regional-federal-da-1a-regiao;SIORG (ato normativo não informado);
br-secao-judiciaria-estado-do-tocantins;department;secao_judiciaria;judiciario;4;Seção Judiciária Estado do Tocantins;br-tribunal-regional-federal-da-1a-regiao;SIORG (ato normativo não informado);
br-secao-judiciaria-estado-do-amazonas;department;secao_judiciaria;judiciario;4;Seção Judiciária Estado do Amazonas;br-tribunal-regional-federal-da-1a-regiao;SIORG (ato normativo não informado);
br-secao-judiciaria-estado-do-maranhao;department;secao_judiciaria;judiciario;4;Seção Judiciária Estado do Maranhão;br-tribunal-regional-federal-da-1a-regiao;SIORG (ato normativo não informado);
br-secao-judiciaria-estado-do-amapa;department;secao_judiciaria;judiciario;4;Seção Judiciária Estado do Amapá;br-tribunal-regional-federal-da-1a-regiao;SIORG (ato normativo não informado);
br-secao-judiciaria-estado-do-acre;department;secao_judiciaria;judiciario;4;Seção Judiciária Estado do Acre;br-tribunal-regional-federal-da-1a-regiao;SIORG (ato normativo não informado);
br-secao-judiciaria-estado-do-piaui;department;secao_judiciaria;judiciario;4;Seção Judiciária Estado do Piauí;br-tribunal-regional-federal-da-1a-regiao;SIORG (ato normativo não informado);
br-secao-judiciaria-distrito-federal;department;secao_judiciaria;judiciario;4;Seção Judiciária Distrito Federal;br-tribunal-regional-federal-da-1a-regiao;SIORG (ato normativo não informado);
br-secao-judiciaria-estado-do-mato-grosso;department;secao_judiciaria;judiciario;4;Seção Judiciária Estado do Mato Grosso;br-tribunal-regional-federal-da-1a-regiao;SIORG (ato normativo não informado);
br-secao-judiciaria-estado-de-rondonia;department;secao_judiciaria;judiciario;4;Seção Judiciária Estado de Rondônia;br-tribunal-regional-federal-da-1a-regiao;SIORG (ato normativo não informado);
br-secao-judiciaria-estado-da-bahia;department;secao_judiciaria;judiciario;4;Seção Judiciária Estado da Bahia;br-tribunal-regional-federal-da-1a-regiao;SIORG (ato normativo não informado);
br-secao-judiciaria-estado-de-goias;department;secao_judiciaria;judiciario;4;Seção Judiciária Estado de Goiás;br-tribunal-regional-federal-da-1a-regiao;SIORG (ato normativo não informado);
br-tribunal-regional-eleitoral-de-rondonia;department;tribunal;judiciario;4;Tribunal Regional Eleitoral de Rondônia;br-tribunais-regionais-eleitorais;SIORG (ato normativo não informado);
br-tribunal-regional-eleitoral-de-sao-paulo;department;tribunal;judiciario;4;Tribunal Regional Eleitoral de São Paulo;br-tribunais-regionais-eleitorais;SIORG (ato normativo não informado);https://www.tre-sp.jus.br/
br-justica-federal-de-primeiro-grau-em-sergipe;department;secao_judiciaria;judiciario;4;Justiça Federal de Primeiro Grau em Sergipe;;SIORG (ato normativo não informado);
br-escola-superior-do-ministerio-publico-da-uniao;department;orgao_autonomo;essenciais;2;Escola Superior do Ministério Público da União;;SIORG (ato normativo não informado);
br-conselho-nacional-de-desenvolvimento-industrial;commission;;executivo;3;Conselho Nacional de Desenvolvimento Industrial;br-presidencia-da-republica;SIORG (ato normativo não informado);
br-conselho-de-participacao-social-da-presidencia-da-republica;commission;;executivo;3;Conselho de Participação Social da Presidência da República;br-presidencia-da-republica;SIORG (ato normativo não informado);
br-conselho-nacional-de-seguranca-alimentar-e-nutricional;commission;;executivo;3;Conselho Nacional de Segurança Alimentar e Nutricional;br-presidencia-da-republica;SIORG (ato normativo não informado);
br-conselho-da-ordem-nacional-do-merito-cientifico;commission;;executivo;3;Conselho da Ordem Nacional do Mérito Científico;br-presidencia-da-republica;SIORG (ato normativo não informado);
br-comite-gestor-da-seguranca-da-informacao;commission;;executivo;3;Comitê Gestor da Segurança da Informação;br-gabinete-de-seguranca-institucional;SIORG (ato normativo não informado);
br-camara-de-relacoes-exteriores-e-defesa-nacional;commission;;executivo;3;Câmara de Relações Exteriores e  Defesa Nacional;br-gabinete-de-seguranca-institucional;SIORG (ato normativo não informado);
br-comite-gestor-do-programa-pe-de-meia;commission;;executivo;3;Comitê Gestor do Programa Pé-de-Meia;br-ministerio-da-educacao;SIORG (ato normativo não informado);
br-comissao-nacional-de-alfabetizacao-e-educacao-de-jovens-e-adultos;commission;;executivo;3;Comissão Nacional de Alfabetização e Educação de Jovens e Adultos;br-ministerio-da-educacao;SIORG (ato normativo não informado);
br-comite-executivo-da-estrategia-nacional-de-escolas-conectadas;commission;;executivo;3;Comitê Executivo da Estratégia Nacional de Escolas Conectadas;br-ministerio-da-educacao;SIORG (ato normativo não informado);
br-comite-gestor-de-protecao-de-dados-pessoais;commission;;executivo;3;Comitê Gestor de Proteção de Dados Pessoais;br-ministerio-das-relacoes-exteriores;SIORG (ato normativo não informado);
br-comissao-nacional-para-difusao-e-implementacao-do-direito-internacional-humanitario;commission;;executivo;3;Comissão Nacional para Difusão e Implementação do Direito Internacional Humanitário;br-ministerio-das-relacoes-exteriores;SIORG (ato normativo não informado);
br-comite-gestor-da-estrategia-e-saude;commission;;executivo;3;Comitê Gestor da Estratégia e-Saúde;br-ministerio-da-saude;SIORG (ato normativo não informado);
br-comite-nacional-de-plantas-medicinais-e-fitoterapicos;commission;;executivo;3;Comitê Nacional de Plantas Medicinais e Fitoterápicos;br-ministerio-da-saude;SIORG (ato normativo não informado);
br-comissao-nacional-de-incorporacao-de-tecnologias-no-sistema-unico-de-saude;commission;;executivo;3;Comissão Nacional de Incorporação de Tecnologias no Sistema Único de Saúde;br-ministerio-da-saude;SIORG (ato normativo não informado);
